Intercept,Previous,Current,Species,Stage,Previous:Current,Previous:Species,Current:Species,Previous:Stage,Current:Stage,Species:Stage,Previous:Current:Species,Previous:Current:Stage,Previous:Species:Stage,Current:Species:Stage,Previous:Current:Species:Stage
CG18269,NA,NA,eas,CG5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1827,NA,NA,EbpIII,CG5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18284,NA,NA,EcR,CG5790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18302,NA,NA,Edem1,CG5800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18304,NA,NA,Edem2,CG5828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18335,NA,NA,eEF1delta,CG5861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18336,NA,NA,Ef1alpha100E,CG5862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18343,NA,NA,Ef1beta,CG5863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18367,NA,NA,Efhc1.2,CG5866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18371,NA,NA,Efr,CG5872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1840,NA,NA,EfSec,CG5880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18404,NA,NA,Eglp4,CG5888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18446,NA,NA,Egm,CG5903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18449,NA,NA,egr,CG5910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18469,NA,NA,Eh,CG5919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1847,NA,NA,Ehbp1,CG5921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18472,NA,NA,eIF-1A,CG5928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18480,NA,NA,eIF-2alpha,CG5945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18507,NA,NA,eIF-4a,CG5955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18508,NA,NA,eIF-5A,CG5958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18538,NA,NA,eIF2B-alpha,CG5966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18558,NA,NA,eIF2B-gamma,CG5968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18585,NA,NA,eIF2D,CG5973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18600,NA,NA,eIF4E-6,CG5987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18606,NA,NA,eIF5,CG6012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18607,NA,NA,Eip63F-1,CG6036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18622,NA,NA,elB,CG6041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18636,NA,NA,Elk,CG6044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18659,NA,NA,elm,CG6059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18666,NA,NA,EloC,CG6067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18672,NA,NA,Elp2,CG6073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18673,NA,NA,Elp3,CG6094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18675,NA,NA,ema,CG6115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18731,NA,NA,EMC3,CG6142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18735,NA,NA,EndoA,CG6154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18744,NA,NA,EndoGI,CG6180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18745,NA,NA,Ent1,CG6220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18747,NA,NA,Eogt,CG6262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18766,NA,NA,epsilonCOP,CG6271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18769,NA,NA,epsilonTry,CG6304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18808,NA,NA,Erk7,CG6329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18812,NA,NA,erm,CG6340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1882,NA,NA,ERp60,CG6357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18869,NA,NA,esn,CG6379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG18870,NA,NA,Est-P,CG6380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1888,NA,NA,etaTry,CG6403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1890,NA,NA,Etf-QO,CG6429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1896,NA,NA,euc,CG6435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1902,NA,NA,Exo84,CG6441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1907,NA,NA,eys,CG6484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1910,NA,NA,fab1,CG6508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1924,NA,NA,Faf2,CG6543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1927,NA,NA,FANCI,CG6550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1941,NA,NA,fat-spondin,CG6565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1943,NA,NA,Fatp,CG6568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1946,NA,NA,Fbl6,CG6602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1951,NA,NA,fbp,CG6614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1958,NA,NA,Fbw5,CG6724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1968,NA,NA,Fbxl4,CG6729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1969,NA,NA,Fdx2,CG6812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1983,NA,NA,FeCH,CG6836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1986,NA,NA,Fer1HCH,CG6841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1998,NA,NA,Fer2LCH,CG6845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG1999,NA,NA,fh,CG6893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2003,NA,NA,Fibp,CG6903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2004,NA,NA,fidipidine,CG6927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2010,NA,NA,Fie,CG6933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2017,NA,NA,FIG4,CG6967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2021,NA,NA,Fim,CG6978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2023,NA,NA,Fis1,CG6996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2025,NA,NA,Fit1,CG7017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2034,NA,NA,fj,CG7024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2046,NA,NA,FK506-bp2,CG7033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2053,NA,NA,Fkbp14,CG7079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2059,NA,NA,fkh,CG7094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2061,NA,NA,Flo1,CG7102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2063,NA,NA,Flo2,CG7110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2065,NA,NA,FMRFa,CG7131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2070,NA,NA,fne,CG7133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2100,NA,NA,fok,CG7137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2104,NA,NA,Fpps,CG7140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2111,NA,NA,frj,CG7142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2113,NA,NA,fsd,CG7164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2116,NA,NA,fu12,CG7202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2118,NA,NA,fusl,CG7214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2120,NA,NA,futsch,CG7220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2121,NA,NA,fw,CG7246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2124,NA,NA,fz2,CG7251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2126,NA,NA,G6P,CG7277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2127,NA,NA,GABPI,CG7290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2129,NA,NA,Gadd45,CG7298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2137,NA,NA,Gale,CG7309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2144,NA,NA,galectin,CG7311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2145,NA,NA,galla-1,CG7329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2147,NA,NA,Galphas,CG7335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2157,NA,NA,Galt,CG7365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2162,NA,NA,gammaCOP,CG7384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2182,NA,NA,gammaSnap1,CG7420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2186,NA,NA,gammaTub23C,CG7461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2187,NA,NA,gas,CG7506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2199,NA,NA,GatC,CG7514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2200,NA,NA,gbb,CG7523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2201,NA,NA,Gbeta5,CG7544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2209,NA,NA,Gbp1,CG7567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2211,NA,NA,Gbp2,CG7587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2218,NA,NA,gce,CG7593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2224,NA,NA,Gclc,CG7601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2233,NA,NA,gcm2,CG7631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2247,NA,NA,GCS1,CG7637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2254,NA,NA,Gdap1,CG7639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2258,NA,NA,Gdi,CG7653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2260,NA,NA,geko,CG7691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2277,NA,NA,Gel,CG7694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2291,NA,NA,gem,CG7702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2292,NA,NA,Gfat2,CG7716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2310,NA,NA,Ggamma1,CG7718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2336,NA,NA,Ggamma30A,CG7737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2444,NA,NA,GIIIspla2,CG7741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2453,NA,NA,Gip,CG7744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2469,NA,NA,Git,CG7745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2519,NA,NA,Gk1,CG7755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2528,NA,NA,Gk2,CG7763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2540,NA,NA,GLaz,CG7781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2543,NA,NA,GlcAT-I,CG7785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2556,NA,NA,Glg1,CG7789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2574,NA,NA,Gli,CG7806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2577,NA,NA,Glo1,CG7813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2604,NA,NA,glob2,CG7829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2616,NA,NA,GLS,CG7834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2641,NA,NA,Glt,CG7840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2652,NA,NA,GM130,CG7848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2656,NA,NA,Gmd,CG7849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2658,NA,NA,GMF,CG7879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2662,NA,NA,GNBP1,CG7896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2680,NA,NA,GNBP2,CG7907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2681,NA,NA,gny,CG7920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2685,NA,NA,godzilla,CG7943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2694,NA,NA,goe,CG7950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2698,NA,NA,gol,CG8004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2712,NA,NA,Got1,CG8026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2736,NA,NA,Gp150,CG8027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2747,NA,NA,Gp93,CG8064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2750,NA,NA,GPHR,CG8067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2767,NA,NA,Gpi1,CG8079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2772,NA,NA,Gr32a,CG8080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2781,NA,NA,Gr43a,CG8093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2794,NA,NA,Gr61a,CG8180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2811,NA,NA,Grasp65,CG8187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2812,NA,NA,grass,CG8197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2816,NA,NA,grh,CG8204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2818,NA,NA,Grip,CG8230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2839,NA,NA,grnd,CG8245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2841,NA,NA,GstE1,CG8249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2846,NA,NA,GstE11,CG8258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2852,NA,NA,GstE12,CG8289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2854,NA,NA,GstE13,CG8292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2862,NA,NA,GstE2,CG8300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2865,NA,NA,GstE3,CG8306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2875,NA,NA,GstE6,CG8311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2906,NA,NA,GstT1,CG8320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2909,NA,NA,GstT4,CG8321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2911,NA,NA,GV1,CG8326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2918,NA,NA,Gycalpha99B,CG8331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2921,NA,NA,hbs,CG8343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2924,NA,NA,HDAC6,CG8349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2926,NA,NA,hdly,CG8353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2930,NA,NA,hdm,CG8366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2931,NA,NA,Hem,CG8397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2938,NA,NA,her,CG8398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2941,NA,NA,Herp,CG8414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2964,NA,NA,Hexo2,CG8419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2972,NA,NA,Hf,CG8468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2974,NA,NA,hig,CG8485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2975,NA,NA,Hil,CG8498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2983,NA,NA,His1:CG33849,CG8519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2990,NA,NA,His2Av,CG8520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2991,NA,NA,His3:CG31613,CG8525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG2993,NA,NA,hll,CG8539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30001,NA,NA,Hmg-2,CG8545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30007,NA,NA,HmgZ,CG8564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30008,NA,NA,Hnf4,CG8569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30010,NA,NA,hoe1,CG8584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30015,NA,NA,hoe2,CG8586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30033,NA,NA,hoip,CG8611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30037,NA,NA,holn1,CG8613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30039,NA,NA,Hph,CG8617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30043,NA,NA,HPS1,CG8635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30047,NA,NA,Hr78,CG8654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30048,NA,NA,Hs2st,CG8673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30050,NA,NA,Hsc70-5,CG8675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30054,NA,NA,HSPC300,CG8713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30058,NA,NA,htl,CG8736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30069,NA,NA,htt,CG8738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30075,NA,NA,hui,CG8746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30076,NA,NA,Hydr1,CG8765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG3008,NA,NA,Hydr2,CG8768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30080,NA,NA,Ide,CG8771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30089,NA,NA,Idgf1,CG8777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30094,NA,NA,Idgf2,CG8778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30096,NA,NA,Idgf3,CG8834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30098,NA,NA,ifc,CG8837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30099,NA,NA,Ih,CG8838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30100,NA,NA,IM2,CG8839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30103,NA,NA,IM4,CG8840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30105,NA,NA,imd,CG8841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30108,NA,NA,in,CG8850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30109,NA,NA,inaC,CG8888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG3011,NA,NA,inaD,CG8891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30110,NA,NA,inaE,CG8915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30114,NA,NA,inaF-B,CG8918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30120,NA,NA,ine,CG8929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30122,NA,NA,inv,CG8939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30148,NA,NA,Inx3,CG8950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30151,NA,NA,Inx7,CG8958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30154,NA,NA,Ip259,CG8993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30156,NA,NA,IP3K1,CG9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30157,NA,NA,IP3K2,CG9004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30159,NA,NA,Ipod,CG9008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30172,NA,NA,Ir25a,CG9010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30177,NA,NA,Ir54a,CG9021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30183,NA,NA,Ir75d,CG9034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30184,NA,NA,Ir7g,CG9062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30192,NA,NA,Irc,CG9065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30195,NA,NA,isoQC,CG9084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30196,NA,NA,Itp-r83A,CG9090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30197,NA,NA,ix,CG9101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG3021,NA,NA,Jafrac1,CG9107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30222,NA,NA,Jafrac2,CG9109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30259,NA,NA,jagn,CG9114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30268,NA,NA,jbug,CG9117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30269,NA,NA,jdp,CG9129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30270,NA,NA,jet,CG9130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30273,NA,NA,Jheh2,CG9133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30275,NA,NA,JhI-26,CG9143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30280,NA,NA,jim,CG9147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30281,NA,NA,Jon44E,CG9149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30283,NA,NA,Jon65Aii,CG9173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30284,NA,NA,Jon99Cii,CG9205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30285,NA,NA,Jra,CG9222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30287,NA,NA,JTBR,CG9231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30291,NA,NA,jv,CG9235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG3032,NA,NA,Jwa,CG9279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30325,NA,NA,JYalpha,CG9300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30334,NA,NA,Kap-alpha1,CG9308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30338,NA,NA,Kaz1-ORFB,CG9314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30339,NA,NA,KCNQ,CG9360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30343,NA,NA,KdelR,CG9389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30344,NA,NA,Keap1,CG9406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30345,NA,NA,kek3,CG9422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30356,NA,NA,key,CG9445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG3036,NA,NA,KFase,CG9447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30369,NA,NA,Kif3C,CG9451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30371,NA,NA,Klp31E,CG9452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30373,NA,NA,Klp64D,CG9483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30376,NA,NA,kn,CG9485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG30378,NA,NA,koko,CG9497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
