Intercept,Previous,Current,Species,Stage,Previous:Current,Previous:Species,Current:Species,Previous:Stage,Current:Stage,Species:Stage,Previous:Current:Species,Previous:Current:Stage,Previous:Species:Stage,Current:Species:Stage,Previous:Current:Species:Stage
CG15440,NA,NA,CG4593,CG34457,NA,NA,NA,NA,NA,gkt,NA,NA,NA,NA,NA
CG15443,NA,NA,CG4594,CG3491,NA,NA,NA,NA,NA,Glg1,NA,NA,NA,NA,NA
CG1545,NA,NA,CG4598,CG3492,NA,NA,NA,NA,NA,Gli,NA,NA,NA,NA,NA
CG15465,NA,NA,CG4603,CG3494,NA,NA,NA,NA,NA,Glo1,NA,NA,NA,NA,NA
CG15471,NA,NA,CG4611,CG3502,NA,NA,NA,NA,NA,Glt,NA,NA,NA,NA,NA
CG15472,NA,NA,CG4617,CG3526,NA,NA,NA,NA,NA,Gmer,NA,NA,NA,NA,NA
CG15478,NA,NA,CG46301,CG3528,NA,NA,NA,NA,NA,goe,NA,NA,NA,NA,NA
CG15497,NA,NA,CG4646,CG3534,NA,NA,NA,NA,NA,Golgin245,NA,NA,NA,NA,NA
CG15498,NA,NA,CG4650,CG3544,NA,NA,NA,NA,NA,Gp150,NA,NA,NA,NA,NA
CG1550,NA,NA,CG4653,CG3557,NA,NA,NA,NA,NA,Gp210,NA,NA,NA,NA,NA
CG15514,NA,NA,CG4658,CG3588,NA,NA,NA,NA,NA,Gr43a,NA,NA,NA,NA,NA
CG15517,NA,NA,CG4666,CG3589,NA,NA,NA,NA,NA,Gr98b,NA,NA,NA,NA,NA
CG15522,NA,NA,CG4670,CG3592,NA,NA,NA,NA,NA,grau,NA,NA,NA,NA,NA
CG15526,NA,NA,CG4676,CG3598,NA,NA,NA,NA,NA,Grip91,NA,NA,NA,NA,NA
CG15530,NA,NA,CG4681,CG3604,NA,NA,NA,NA,NA,grk,NA,NA,NA,NA,NA
CG15531,NA,NA,CG4716,CG3609,NA,NA,NA,NA,NA,gro,NA,NA,NA,NA,NA
CG15535,NA,NA,CG4744,CG3652,NA,NA,NA,NA,NA,Gs1,NA,NA,NA,NA,NA
CG15536,NA,NA,CG4747,CG3663,NA,NA,NA,NA,NA,Gs2,NA,NA,NA,NA,NA
CG15539,NA,NA,CG4751,CG3669,NA,NA,NA,NA,NA,gsb,NA,NA,NA,NA,NA
CG15543,NA,NA,CG4763,CG3679,NA,NA,NA,NA,NA,GstE1,NA,NA,NA,NA,NA
CG15545,NA,NA,CG4768,CG3687,NA,NA,NA,NA,NA,GstE11,NA,NA,NA,NA,NA
CG15547,NA,NA,CG4781,CG3698,NA,NA,NA,NA,NA,GstE12,NA,NA,NA,NA,NA
CG15548,NA,NA,CG4788,CG3700,NA,NA,NA,NA,NA,GstE13,NA,NA,NA,NA,NA
CG15549,NA,NA,CG4789,CG3719,NA,NA,NA,NA,NA,GstE2,NA,NA,NA,NA,NA
CG15550,NA,NA,CG4793,CG3748,NA,NA,NA,NA,NA,GstE3,NA,NA,NA,NA,NA
CG15554,NA,NA,CG4797,CG3770,NA,NA,NA,NA,NA,GstE6,NA,NA,NA,NA,NA
CG15563,NA,NA,CG4815,CG3776,NA,NA,NA,NA,NA,GstT1,NA,NA,NA,NA,NA
CG15564,NA,NA,CG4822,CG3797,NA,NA,NA,NA,NA,GstT4,NA,NA,NA,NA,NA
CG15570,NA,NA,CG4825,CG3808,NA,NA,NA,NA,NA,Gycalpha99B,NA,NA,NA,NA,NA
CG15571,NA,NA,CG4835,CG3829,NA,NA,NA,NA,NA,Hakai,NA,NA,NA,NA,NA
CG15572,NA,NA,CG4847,CG3847,NA,NA,NA,NA,NA,hang,NA,NA,NA,NA,NA
CG15578,NA,NA,CG4853,CG3880,NA,NA,NA,NA,NA,HBS1,NA,NA,NA,NA,NA
CG15579,NA,NA,CG4858,CG3906,NA,NA,NA,NA,NA,HDAC3,NA,NA,NA,NA,NA
CG15580,NA,NA,CG4882,CG4004,NA,NA,NA,NA,NA,HDAC6,NA,NA,NA,NA,NA
CG15594,NA,NA,CG4884,CG4009,NA,NA,NA,NA,NA,hep,NA,NA,NA,NA,NA
CG15605,NA,NA,CG4891,CG4017,NA,NA,NA,NA,NA,Hex-C,NA,NA,NA,NA,NA
CG15611,NA,NA,CG4896,CG40485,NA,NA,NA,NA,NA,Hexo1,NA,NA,NA,NA,NA
CG15614,NA,NA,CG4908,CG40813,NA,NA,NA,NA,NA,Hexo2,NA,NA,NA,NA,NA
CG15615,NA,NA,CG4945,CG4096,NA,NA,NA,NA,NA,Hey,NA,NA,NA,NA,NA
CG15617,NA,NA,CG4953,CG41106,NA,NA,NA,NA,NA,Hf,NA,NA,NA,NA,NA
CG15625,NA,NA,CG4972,CG4116,NA,NA,NA,NA,NA,HHEX,NA,NA,NA,NA,NA
CG15631,NA,NA,CG5002,CG4151,NA,NA,NA,NA,NA,Hira,NA,NA,NA,NA,NA
CG15649,NA,NA,CG5009,CG4161,NA,NA,NA,NA,NA,His2Av,NA,NA,NA,NA,NA
CG15650,NA,NA,CG5045,CG4218,NA,NA,NA,NA,NA,hkb,NA,NA,NA,NA,NA
CG15653,NA,NA,CG5059,CG42231,NA,NA,NA,NA,NA,HLH3B,NA,NA,NA,NA,NA
CG15657,NA,NA,CG5079,CG42264,NA,NA,NA,NA,NA,Hmg-2,NA,NA,NA,NA,NA
CG15666,NA,NA,CG5080,CG42269,NA,NA,NA,NA,NA,HmgD,NA,NA,NA,NA,NA
CG15674,NA,NA,CG5084,CG42355,NA,NA,NA,NA,NA,HnRNP-K,NA,NA,NA,NA,NA
CG15676,NA,NA,CG5096,CG42367,NA,NA,NA,NA,NA,hoip,NA,NA,NA,NA,NA
CG15701,NA,NA,CG5107,CG42369,NA,NA,NA,NA,NA,HP5,NA,NA,NA,NA,NA
CG15705,NA,NA,CG5112,CG42393,NA,NA,NA,NA,NA,Hr51,NA,NA,NA,NA,NA
CG15706,NA,NA,CG5116,CG42449,NA,NA,NA,NA,NA,Hrb27C,NA,NA,NA,NA,NA
CG15708,NA,NA,CG5118,CG42540,NA,NA,NA,NA,NA,hrg,NA,NA,NA,NA,NA
CG15710,NA,NA,CG5126,CG42544,NA,NA,NA,NA,NA,Hrs,NA,NA,NA,NA,NA
CG15711,NA,NA,CG5131,CG42559,NA,NA,NA,NA,NA,HSPC300,NA,NA,NA,NA,NA
CG15712,NA,NA,CG5147,CG42568,NA,NA,NA,NA,NA,htt,NA,NA,NA,NA,NA
CG15719,NA,NA,CG5149,CG42585,NA,NA,NA,NA,NA,hui,NA,NA,NA,NA,NA
CG15721,NA,NA,CG5168,CG4259,NA,NA,NA,NA,NA,Hus1-like,NA,NA,NA,NA,NA
CG15725,NA,NA,CG5171,CG42634,NA,NA,NA,NA,NA,Hydr1,NA,NA,NA,NA,NA
CG15728,NA,NA,CG5174,CG42650,NA,NA,NA,NA,NA,hydra,NA,NA,NA,NA,NA
CG15731,NA,NA,CG5177,CG42658,NA,NA,NA,NA,NA,icln,NA,NA,NA,NA,NA
CG15734,NA,NA,CG5181,CG42663,NA,NA,NA,NA,NA,Idgf1,NA,NA,NA,NA,NA
CG15740,NA,NA,CG5254,CG42675,NA,NA,NA,NA,NA,Idgf5,NA,NA,NA,NA,NA
CG15742,NA,NA,CG5262,CG42685,NA,NA,NA,NA,NA,ifc,NA,NA,NA,NA,NA
CG15754,NA,NA,CG5273,CG4269,NA,NA,NA,NA,NA,Ih,NA,NA,NA,NA,NA
CG15756,NA,NA,CG5274,CG4270,NA,NA,NA,NA,NA,imd,NA,NA,NA,NA,NA
CG15760,NA,NA,CG5290,CG42700,NA,NA,NA,NA,NA,Imp,NA,NA,NA,NA,NA
CG15764,NA,NA,CG5355,CG4271,NA,NA,NA,NA,NA,ImpE2,NA,NA,NA,NA,NA
CG15767,NA,NA,CG5381,CG42747,NA,NA,NA,NA,NA,inaD,NA,NA,NA,NA,NA
CG15771,NA,NA,CG5397,CG42748,NA,NA,NA,NA,NA,inaE,NA,NA,NA,NA,NA
CG15772,NA,NA,CG5439,CG42789,NA,NA,NA,NA,NA,inaF-A,NA,NA,NA,NA,NA
CG15784,NA,NA,CG5447,CG42809,NA,NA,NA,NA,NA,Incenp,NA,NA,NA,NA,NA
CG15818,NA,NA,CG5455,CG42813,NA,NA,NA,NA,NA,Indy,NA,NA,NA,NA,NA
CG15820,NA,NA,CG5482,CG42820,NA,NA,NA,NA,NA,IntS11,NA,NA,NA,NA,NA
CG15829,NA,NA,CG5493,CG42823,NA,NA,NA,NA,NA,IntS4,NA,NA,NA,NA,NA
CG15861,NA,NA,CG5500,CG42834,NA,NA,NA,NA,NA,iotaTry,NA,NA,NA,NA,NA
CG15873,NA,NA,CG5521,CG42835,NA,NA,NA,NA,NA,IP3K2,NA,NA,NA,NA,NA
CG15876,NA,NA,CG5522,CG42851,NA,NA,NA,NA,NA,Ipk2,NA,NA,NA,NA,NA
CG15877,NA,NA,CG5527,CG42855,NA,NA,NA,NA,NA,Ir56b,NA,NA,NA,NA,NA
CG15878,NA,NA,CG5541,CG4302,NA,NA,NA,NA,NA,Ir76a,NA,NA,NA,NA,NA
CG15881,NA,NA,CG5590,CG43052,NA,NA,NA,NA,NA,Ir7c,NA,NA,NA,NA,NA
CG15891,NA,NA,CG5604,CG43058,NA,NA,NA,NA,NA,Irc,NA,NA,NA,NA,NA
CG15892,NA,NA,CG5611,CG4306,NA,NA,NA,NA,NA,Iris,NA,NA,NA,NA,NA
CG15894,NA,NA,CG5612,CG43066,NA,NA,NA,NA,NA,isoQC,NA,NA,NA,NA,NA
CG15905,NA,NA,CG5618,CG43107,NA,NA,NA,NA,NA,Jheh2,NA,NA,NA,NA,NA
CG15908,NA,NA,CG5621,CG43134,NA,NA,NA,NA,NA,JhI-26,NA,NA,NA,NA,NA
CG15919,NA,NA,CG5639,CG43136,NA,NA,NA,NA,NA,Jon44E,NA,NA,NA,NA,NA
CG15925,NA,NA,CG5665,CG43153,NA,NA,NA,NA,NA,Jwa,NA,NA,NA,NA,NA
CG15930,NA,NA,CG5694,CG4318,NA,NA,NA,NA,NA,Kap3,NA,NA,NA,NA,NA
CG1598,NA,NA,CG5734,CG43183,NA,NA,NA,NA,NA,KdelR,NA,NA,NA,NA,NA
CG1620,NA,NA,CG5745,CG4324,NA,NA,NA,NA,NA,Keap1,NA,NA,NA,NA,NA
CG1622,NA,NA,CG5758,CG43244,NA,NA,NA,NA,NA,Khc,NA,NA,NA,NA,NA
CG1635,NA,NA,CG5773,CG43288,NA,NA,NA,NA,NA,Klp10A,NA,NA,NA,NA,NA
CG1638,NA,NA,CG5793,CG43321,NA,NA,NA,NA,NA,Klp64D,NA,NA,NA,NA,NA
CG1640,NA,NA,CG5815,CG43328,NA,NA,NA,NA,NA,koko,NA,NA,NA,NA,NA
CG1648,NA,NA,CG5835,CG43333,NA,NA,NA,NA,NA,Kr,NA,NA,NA,NA,NA
CG1657,NA,NA,CG5850,CG43376,NA,NA,NA,NA,NA,kra,NA,NA,NA,NA,NA
CG16713,NA,NA,CG5853,CG43400,NA,NA,NA,NA,NA,kuk,NA,NA,NA,NA,NA
CG16716,NA,NA,CG5860,CG43666,NA,NA,NA,NA,NA,Kul,NA,NA,NA,NA,NA
CG16721,NA,NA,CG5861,CG43668,NA,NA,NA,NA,NA,kz,NA,NA,NA,NA,NA
CG16739,NA,NA,CG5886,CG43691,NA,NA,NA,NA,NA,l(1)G0007,NA,NA,NA,NA,NA
CG16741,NA,NA,CG5888,CG4375,NA,NA,NA,NA,NA,l(1)G0045,NA,NA,NA,NA,NA
CG16758,NA,NA,CG5890,CG4377,NA,NA,NA,NA,NA,l(1)G0196,NA,NA,NA,NA,NA
CG16762,NA,NA,CG5913,CG43780,NA,NA,NA,NA,NA,l(1)G0289,NA,NA,NA,NA,NA
CG1677,NA,NA,CG5934,CG4382,NA,NA,NA,NA,NA,l(2)09851,NA,NA,NA,NA,NA
CG16771,NA,NA,CG5945,CG43935,NA,NA,NA,NA,NA,l(2)37Cc,NA,NA,NA,NA,NA
CG16781,NA,NA,CG5948,CG4404,NA,NA,NA,NA,NA,l(2)efl,NA,NA,NA,NA,NA
CG16782,NA,NA,CG5958,CG4415,NA,NA,NA,NA,NA,l(2)k09913,NA,NA,NA,NA,NA
CG16787,NA,NA,CG5966,CG44245,NA,NA,NA,NA,NA,l(2)tid,NA,NA,NA,NA,NA
CG16799,NA,NA,CG5969,CG44303,NA,NA,NA,NA,NA,l(3)02640,NA,NA,NA,NA,NA
CG16800,NA,NA,CG5987,CG44329,NA,NA,NA,NA,NA,l(3)76BDm,NA,NA,NA,NA,NA
CG16812,NA,NA,CG6051,CG4433,NA,NA,NA,NA,NA,lama,NA,NA,NA,NA,NA
CG16813,NA,NA,CG6066,CG4438,NA,NA,NA,NA,NA,LamC,NA,NA,NA,NA,NA
CG16815,NA,NA,CG6073,CG44405,NA,NA,NA,NA,NA,LanB1,NA,NA,NA,NA,NA
CG16825,NA,NA,CG6094,CG44433,NA,NA,NA,NA,NA,LBR,NA,NA,NA,NA,NA
CG16826,NA,NA,CG6115,CG44435,NA,NA,NA,NA,NA,Lcp1,NA,NA,NA,NA,NA
CG16836,NA,NA,CG6145,CG4480,NA,NA,NA,NA,NA,Lcp65Ag3,NA,NA,NA,NA,NA
CG16837,NA,NA,CG6154,CG4496,NA,NA,NA,NA,NA,Lerp,NA,NA,NA,NA,NA
CG16848,NA,NA,CG6180,CG4586,NA,NA,NA,NA,NA,levy,NA,NA,NA,NA,NA
CG16852,NA,NA,CG6201,CG4592,NA,NA,NA,NA,NA,lic,NA,NA,NA,NA,NA
CG16853,NA,NA,CG6220,CG4594,NA,NA,NA,NA,NA,LIMK1,NA,NA,NA,NA,NA
CG16854,NA,NA,CG6227,CG46025,NA,NA,NA,NA,NA,lin,NA,NA,NA,NA,NA
CG16865,NA,NA,CG6230,CG4619,NA,NA,NA,NA,NA,lin-52,NA,NA,NA,NA,NA
CG16868,NA,NA,CG6271,CG4627,NA,NA,NA,NA,NA,Liprin-gamma,NA,NA,NA,NA,NA
CG16884,NA,NA,CG6287,CG46301,NA,NA,NA,NA,NA,LKRSDH,NA,NA,NA,NA,NA
CG16894,NA,NA,CG6294,CG4650,NA,NA,NA,NA,NA,lmgB,NA,NA,NA,NA,NA
CG1690,NA,NA,CG6308,CG4661,NA,NA,NA,NA,NA,Lnk,NA,NA,NA,NA,NA
CG16926,NA,NA,CG6330,CG4669,NA,NA,NA,NA,NA,lobo,NA,NA,NA,NA,NA
CG16935,NA,NA,CG6340,CG4676,NA,NA,NA,NA,NA,lok,NA,NA,NA,NA,NA
CG16941,NA,NA,CG6357,CG4691,NA,NA,NA,NA,NA,loqs,NA,NA,NA,NA,NA
CG16947,NA,NA,CG6401,CG4701,NA,NA,NA,NA,NA,lost,NA,NA,NA,NA,NA
CG16984,NA,NA,CG6403,CG4712,NA,NA,NA,NA,NA,Lpin,NA,NA,NA,NA,NA
CG16985,NA,NA,CG6412,CG4714,NA,NA,NA,NA,NA,LpR2,NA,NA,NA,NA,NA
CG16995,NA,NA,CG6415,CG4716,NA,NA,NA,NA,NA,Lrr47,NA,NA,NA,NA,NA
CG16998,NA,NA,CG6424,CG4744,NA,NA,NA,NA,NA,LS2,NA,NA,NA,NA,NA
CG17005,NA,NA,CG6435,CG4763,NA,NA,NA,NA,NA,Lsd-2,NA,NA,NA,NA,NA
CG1701,NA,NA,CG6462,CG4788,NA,NA,NA,NA,NA,LSm1,NA,NA,NA,NA,NA
CG17019,NA,NA,CG6488,CG4789,NA,NA,NA,NA,NA,Lst,NA,NA,NA,NA,NA
CG17030,NA,NA,CG6503,CG4815,NA,NA,NA,NA,NA,LTV1,NA,NA,NA,NA,NA
CG17047,NA,NA,CG6543,CG4822,NA,NA,NA,NA,NA,lute,NA,NA,NA,NA,NA
CG17048,NA,NA,CG6550,CG4825,NA,NA,NA,NA,NA,lva,NA,NA,NA,NA,NA
CG17098,NA,NA,CG6568,CG4836,NA,NA,NA,NA,NA,LysRS,NA,NA,NA,NA,NA
CG17118,NA,NA,CG6592,CG4858,NA,NA,NA,NA,NA,m,NA,NA,NA,NA,NA
CG17127,NA,NA,CG6613,CG4891,NA,NA,NA,NA,NA,Mad,NA,NA,NA,NA,NA
CG17134,NA,NA,CG6665,CG4892,NA,NA,NA,NA,NA,Madm,NA,NA,NA,NA,NA
CG17140,NA,NA,CG6675,CG4908,NA,NA,NA,NA,NA,mag,NA,NA,NA,NA,NA
CG17145,NA,NA,CG6701,CG4927,NA,NA,NA,NA,NA,Map205,NA,NA,NA,NA,NA
CG17193,NA,NA,CG6724,CG4951,NA,NA,NA,NA,NA,Mat1,NA,NA,NA,NA,NA
CG17196,NA,NA,CG6758,CG4955,NA,NA,NA,NA,NA,mbt,NA,NA,NA,NA,NA
CG17219,NA,NA,CG6839,CG4970,NA,NA,NA,NA,NA,Mcm6,NA,NA,NA,NA,NA
CG17221,NA,NA,CG6841,CG4983,NA,NA,NA,NA,NA,MCTS1,NA,NA,NA,NA,NA
CG17224,NA,NA,CG6843,CG4988,NA,NA,NA,NA,NA,Mdr49,NA,NA,NA,NA,NA
CG17233,NA,NA,CG6852,CG4991,NA,NA,NA,NA,NA,mdy,NA,NA,NA,NA,NA
CG17237,NA,NA,CG6870,CG5001,NA,NA,NA,NA,NA,me31B,NA,NA,NA,NA,NA
CG17242,NA,NA,CG6885,CG5002,NA,NA,NA,NA,NA,MED1,NA,NA,NA,NA,NA
CG17249,NA,NA,CG6907,CG5009,NA,NA,NA,NA,NA,MED14,NA,NA,NA,NA,NA
CG17258,NA,NA,CG6951,CG5024,NA,NA,NA,NA,NA,MED15,NA,NA,NA,NA,NA
CG17260,NA,NA,CG6984,CG5043,NA,NA,NA,NA,NA,MED22,NA,NA,NA,NA,NA
CG17264,NA,NA,CG7017,CG5050,NA,NA,NA,NA,NA,MED30,NA,NA,NA,NA,NA
CG17283,NA,NA,CG7033,CG5059,NA,NA,NA,NA,NA,mei-217,NA,NA,NA,NA,NA
CG17287,NA,NA,CG7044,CG5062,NA,NA,NA,NA,NA,mei-218,NA,NA,NA,NA,NA
CG17290,NA,NA,CG7099,CG5071,NA,NA,NA,NA,NA,mei-9,NA,NA,NA,NA,NA
CG17322,NA,NA,CG7110,CG5079,NA,NA,NA,NA,NA,mei-P22,NA,NA,NA,NA,NA
CG17323,NA,NA,CG7115,CG5084,NA,NA,NA,NA,NA,Mekk1,NA,NA,NA,NA,NA
CG17324,NA,NA,CG7126,CG5103,NA,NA,NA,NA,NA,MESR6,NA,NA,NA,NA,NA
CG17344,NA,NA,CG7130,CG5107,NA,NA,NA,NA,NA,mew,NA,NA,NA,NA,NA
CG17349,NA,NA,CG7133,CG5116,NA,NA,NA,NA,NA,mfrn,NA,NA,NA,NA,NA
CG1737,NA,NA,CG7137,CG5122,NA,NA,NA,NA,NA,MFS14,NA,NA,NA,NA,NA
CG17385,NA,NA,CG7148,CG5142,NA,NA,NA,NA,NA,MFS15,NA,NA,NA,NA,NA
CG17386,NA,NA,CG7149,CG5149,NA,NA,NA,NA,NA,MFS16,NA,NA,NA,NA,NA
CG17387,NA,NA,CG7156,CG5168,NA,NA,NA,NA,NA,mgl,NA,NA,NA,NA,NA
CG17475,NA,NA,CG7168,CG5171,NA,NA,NA,NA,NA,Miga,NA,NA,NA,NA,NA
CG17544,NA,NA,CG7214,CG5199,NA,NA,NA,NA,NA,milt,NA,NA,NA,NA,NA
CG17549,NA,NA,CG7215,CG5217,NA,NA,NA,NA,NA,mino,NA,NA,NA,NA,NA
CG17562,NA,NA,CG7220,CG5254,NA,NA,NA,NA,NA,mip40,NA,NA,NA,NA,NA
CG17564,NA,NA,CG7222,CG5255,NA,NA,NA,NA,NA,miple2,NA,NA,NA,NA,NA
CG17565,NA,NA,CG7227,CG5273,NA,NA,NA,NA,NA,Mis12,NA,NA,NA,NA,NA
CG17574,NA,NA,CG7231,CG5290,NA,NA,NA,NA,NA,Mitf,NA,NA,NA,NA,NA
CG17575,NA,NA,CG7239,CG5327,NA,NA,NA,NA,NA,Mks1,NA,NA,NA,NA,NA
CG17580,NA,NA,CG7277,CG5367,NA,NA,NA,NA,NA,mldr,NA,NA,NA,NA,NA
CG17593,NA,NA,CG7280,CG5397,NA,NA,NA,NA,NA,Mlf,NA,NA,NA,NA,NA
CG17599,NA,NA,CG7289,CG5432,NA,NA,NA,NA,NA,Mlp84B,NA,NA,NA,NA,NA
CG17601,NA,NA,CG7324,CG5440,NA,NA,NA,NA,NA,Moca-cyp,NA,NA,NA,NA,NA
CG17612,NA,NA,CG7328,CG5493,NA,NA,NA,NA,NA,Moe,NA,NA,NA,NA,NA
CG17633,NA,NA,CG7330,CG5521,NA,NA,NA,NA,NA,mon2,NA,NA,NA,NA,NA
CG17636,NA,NA,CG7357,CG5539,NA,NA,NA,NA,NA,Mos,NA,NA,NA,NA,NA
CG17646,NA,NA,CG7379,CG5549,NA,NA,NA,NA,NA,mrj,NA,NA,NA,NA,NA
CG17648,NA,NA,CG7382,CG5554,NA,NA,NA,NA,NA,mRNA-cap,NA,NA,NA,NA,NA
CG17650,NA,NA,CG7456,CG5561,NA,NA,NA,NA,NA,mRpL18,NA,NA,NA,NA,NA
CG17652,NA,NA,CG7461,CG5565,NA,NA,NA,NA,NA,mRpL21,NA,NA,NA,NA,NA
CG17658,NA,NA,CG7466,CG5592,NA,NA,NA,NA,NA,mRpL27,NA,NA,NA,NA,NA
CG17660,NA,NA,CG7492,CG5618,NA,NA,NA,NA,NA,mRpL28,NA,NA,NA,NA,NA
CG17669,NA,NA,CG7506,CG5621,NA,NA,NA,NA,NA,mRpL38,NA,NA,NA,NA,NA
CG17683,NA,NA,CG7523,CG5639,NA,NA,NA,NA,NA,mRpL4,NA,NA,NA,NA,NA
CG17691,NA,NA,CG7546,CG5646,NA,NA,NA,NA,NA,mRpL42,NA,NA,NA,NA,NA
CG17707,NA,NA,CG7582,CG5662,NA,NA,NA,NA,NA,mRpL43,NA,NA,NA,NA,NA
CG17712,NA,NA,CG7601,CG5665,NA,NA,NA,NA,NA,mRpL44,NA,NA,NA,NA,NA
CG17737,NA,NA,CG7637,CG5726,NA,NA,NA,NA,NA,mRpL46,NA,NA,NA,NA,NA
CG17744,NA,NA,CG7668,CG5745,NA,NA,NA,NA,NA,mRpL52,NA,NA,NA,NA,NA
CG17746,NA,NA,CG7675,CG5755,NA,NA,NA,NA,NA,mRpS11,NA,NA,NA,NA,NA
CG17760,NA,NA,CG7685,CG5756,NA,NA,NA,NA,NA,mRpS22,NA,NA,NA,NA,NA
CG17770,NA,NA,CG7694,CG5757,NA,NA,NA,NA,NA,msn,NA,NA,NA,NA,NA
CG17803,NA,NA,CG7706,CG5790,NA,NA,NA,NA,NA,mtd,NA,NA,NA,NA,NA
CG17807,NA,NA,CG7720,CG5835,NA,NA,NA,NA,NA,mTerf3,NA,NA,NA,NA,NA
CG17816,NA,NA,CG7744,CG5860,NA,NA,NA,NA,NA,mtm,NA,NA,NA,NA,NA
CG17821,NA,NA,CG7763,CG5866,NA,NA,NA,NA,NA,Mtpalpha,NA,NA,NA,NA,NA
CG17841,NA,NA,CG7781,CG5888,NA,NA,NA,NA,NA,Mtr3,NA,NA,NA,NA,NA
CG1785,NA,NA,CG7789,CG5890,NA,NA,NA,NA,NA,Mtr4,NA,NA,NA,NA,NA
CG17883,NA,NA,CG7806,CG5892,NA,NA,NA,NA,NA,Muc11A,NA,NA,NA,NA,NA
CG1789,NA,NA,CG7810,CG5934,NA,NA,NA,NA,NA,Muc12Ea,NA,NA,NA,NA,NA
CG17904,NA,NA,CG7818,CG5945,NA,NA,NA,NA,NA,Mur2B,NA,NA,NA,NA,NA
CG1791,NA,NA,CG7824,CG5955,NA,NA,NA,NA,NA,mus312,NA,NA,NA,NA,NA
CG17917,NA,NA,CG7829,CG5958,NA,NA,NA,NA,NA,mus81,NA,NA,NA,NA,NA
CG17928,NA,NA,CG7834,CG5966,NA,NA,NA,NA,NA,Myc,NA,NA,NA,NA,NA
CG17931,NA,NA,CG7882,CG5968,NA,NA,NA,NA,NA,Myd88,NA,NA,NA,NA,NA
CG17944,NA,NA,CG7916,CG6036,NA,NA,NA,NA,NA,Myo31DF,NA,NA,NA,NA,NA
CG17959,NA,NA,CG7953,CG6059,NA,NA,NA,NA,NA,mys,NA,NA,NA,NA,NA
CG17982,NA,NA,CG7956,CG6073,NA,NA,NA,NA,NA,nab,NA,NA,NA,NA,NA
CG17985,NA,NA,CG7974,CG6115,NA,NA,NA,NA,NA,Nacalpha,NA,NA,NA,NA,NA
CG17994,NA,NA,CG7997,CG6154,NA,NA,NA,NA,NA,Nak,NA,NA,NA,NA,NA
CG18003,NA,NA,CG8001,CG6180,NA,NA,NA,NA,NA,Nap1,NA,NA,NA,NA,NA
CG18004,NA,NA,CG8026,CG6209,NA,NA,NA,NA,NA,NAT1,NA,NA,NA,NA,NA
CG18011,NA,NA,CG8046,CG6220,NA,NA,NA,NA,NA,nclb,NA,NA,NA,NA,NA
CG18012,NA,NA,CG8064,CG6262,NA,NA,NA,NA,NA,ncm,NA,NA,NA,NA,NA
CG18048,NA,NA,CG8067,CG6271,NA,NA,NA,NA,NA,ND-13A,NA,NA,NA,NA,NA
CG18063,NA,NA,CG8078,CG6287,NA,NA,NA,NA,NA,ND-15,NA,NA,NA,NA,NA
CG18067,NA,NA,CG8080,CG6304,NA,NA,NA,NA,NA,ND-19,NA,NA,NA,NA,NA
CG18088,NA,NA,CG8086,CG6324,NA,NA,NA,NA,NA,ND-20,NA,NA,NA,NA,NA
CG18094,NA,NA,CG8155,CG6357,NA,NA,NA,NA,NA,ND-24,NA,NA,NA,NA,NA
CG18128,NA,NA,CG8180,CG6380,NA,NA,NA,NA,NA,ND-30,NA,NA,NA,NA,NA
CG18130,NA,NA,CG8207,CG6403,NA,NA,NA,NA,NA,ND-39,NA,NA,NA,NA,NA
CG18132,NA,NA,CG8230,CG6412,NA,NA,NA,NA,NA,ND-51,NA,NA,NA,NA,NA
CG18135,NA,NA,CG8237,CG6424,NA,NA,NA,NA,NA,ND-ACP,NA,NA,NA,NA,NA
CG1814,NA,NA,CG8258,CG6429,NA,NA,NA,NA,NA,ND-ASHI,NA,NA,NA,NA,NA
CG1815,NA,NA,CG8270,CG6435,NA,NA,NA,NA,NA,ND-B14,NA,NA,NA,NA,NA
CG18155,NA,NA,CG8299,CG6441,NA,NA,NA,NA,NA,ND-B14.5A,NA,NA,NA,NA,NA
CG18170,NA,NA,CG8300,CG6484,NA,NA,NA,NA,NA,ND-B14.7,NA,NA,NA,NA,NA
CG18190,NA,NA,CG8306,CG6503,NA,NA,NA,NA,NA,ND-B17.2,NA,NA,NA,NA,NA
CG18208,NA,NA,CG8311,CG6508,NA,NA,NA,NA,NA,Ndae1,NA,NA,NA,NA,NA
CG18223,NA,NA,CG8321,CG6543,NA,NA,NA,NA,NA,nej,NA,NA,NA,NA,NA
CG18231,NA,NA,CG8323,CG6592,NA,NA,NA,NA,NA,Nep1,NA,NA,NA,NA,NA
CG18233,NA,NA,CG8343,CG6614,NA,NA,NA,NA,NA,NetB,NA,NA,NA,NA,NA
CG18234,NA,NA,CG8360,CG6665,NA,NA,NA,NA,NA,Neurochondrin,NA,NA,NA,NA,NA
CG1824,NA,NA,CG8366,CG6852,NA,NA,NA,NA,NA,Nhe3,NA,NA,NA,NA,NA
CG18258,NA,NA,CG8368,CG6870,NA,NA,NA,NA,NA,niki,NA,NA,NA,NA,NA
CG18266,NA,NA,CG8399,CG6885,NA,NA,NA,NA,NA,NimC3,NA,NA,NA,NA,NA
CG18269,NA,NA,CG8414,CG6893,NA,NA,NA,NA,NA,Nipsnap,NA,NA,NA,NA,NA
